Atgrp_name	class6	UNIPROT.class	UNIPROT.Organism
AT3Gr20002158	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002159	TE	NA	NA
AT3Gr20002160	TE	NA	NA
AT3Gr20002161	TE	NA	NA
AT3Gr20002162	TE	NA	NA
AT3Gr20002163	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002165	TE	NA	NA
AT3Gr20002169	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002171	TE	NA	NA
AT3Gr20002172	TE	NA	NA
AT3Gr20002176	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002178	TE	NA	NA
AT3Gr20002179	TE	NA	NA
AT3Gr20002181	TE	NA	NA
AT3Gr20002185	partial_or_no_homology	NA	NA
AT3Gr20002186	TE	NA	NA
AT3Gr20002187	TE	NA	NA
AT3Gr20002188	TE	NA	NA
AT3Gr20002191	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002192	partial_or_no_homology	NA	NA
AT3Gr20002194	TE	NA	NA
AT3Gr20002197	TE	NA	NA
AT3Gr20002198	TE	NA	NA
AT3Gr20002199	TE	NA	NA
AT3Gr20002202	TE	NA	NA
AT3Gr20002203	TE	NA	NA
AT3Gr20002206	TE	NA	NA
AT3Gr20002208	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002209	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002210	nucl_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002212	TE	NA	NA
AT3Gr20002213	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002214	TE	TE / Transposon / Transposase / DNA transposition	Microthlaspi erraticum
AT3Gr20002216	TE	NA	NA
AT3Gr20002217	protein_tair10	Ribonuclease	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002220	nucl_tair10	Proteases / Peptidase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002223	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002224	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002226	protein_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002229	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002230	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002231	protein_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002235	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002236	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002237	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002239	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002240	nucl_tair10	Zinc-finger / Zinc knuckle	Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus)
AT3Gr20002241	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002242	TE	NA	NA
AT3Gr20002246	TE	NA	NA
AT3Gr20002247	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002250	TE	NA	NA
AT3Gr20002251	TE	NA	NA
AT3Gr20002253	partial_or_no_homology	NA	NA
AT3Gr20002254	TE	NA	NA
AT3Gr20002256	TE	NA	NA
AT3Gr20002257	TE	NA	NA
AT3Gr20002264	other_species	Membrane / Transmembrane	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT3Gr20002267	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002268	TE	NA	NA
AT3Gr20002269	TE	NA	NA
AT3Gr20002270	TE	NA	NA
AT3Gr20002271	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002279	TE	NA	NA
AT3Gr20002281	TE	NA	NA
AT3Gr20002282	TE	NA	NA
AT3Gr20002289	nucl_tair10	Other	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002290	TE	NA	NA
AT3Gr20002291	TE	NA	NA
AT3Gr20002292	TE	NA	NA
AT3Gr20002295	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002296	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002298	TE	NA	NA
AT3Gr20002299	TE	NA	NA
AT3Gr20002304	TE	NA	NA
AT3Gr20002305	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002312	TE	NA	NA
AT3Gr20002313	TE	NA	NA
AT3Gr20002327	TE	NA	NA
AT3Gr20002328	TE	NA	NA
AT3Gr20002329	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002330	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002334	TE	NA	NA
AT3Gr20002343	partial_or_no_homology	NA	NA
AT3Gr20002346	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002352	TE	NA	NA
AT3Gr20002363	TE	NA	NA
AT3Gr20002364	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002367	protein_tair10	Signal peptide / Secreted	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT3Gr20002369	TE	NA	NA
AT3Gr20002370	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002382	TE	NA	NA
AT3Gr20002388	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002390	protein_thaliana	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002391	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002392	partial_or_no_homology	NA	NA
AT3Gr20002406	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002408	TE	NA	NA
AT3Gr20002409	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002418	protein_tair10	RNA-binding	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002423	TE	NA	NA
AT3Gr20002424	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002425	TE	NA	NA
AT3Gr20002433	nucl_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002434	TE	NA	NA
AT3Gr20002435	TE	NA	NA
AT3Gr20002436	TE	NA	NA
AT3Gr20002437	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002438	nucl_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002439	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002440	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002441	protein_tair10	Other	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002443	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002444	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002445	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002450	TE	NA	NA
AT3Gr20002453	TE	NA	NA
AT3Gr20002462	TE	NA	NA
AT3Gr20002473	TE	NA	NA
AT3Gr20002479	TE	NA	NA
AT3Gr20002490	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002495	protein_tair10	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002502	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002506	TE	NA	NA
AT3Gr20002507	TE	NA	NA
AT3Gr20002508	TE	NA	NA
AT3Gr20002510	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002511	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002518	TE	NA	NA
AT3Gr20002524	TE	NA	NA
AT3Gr20002532	TE	NA	NA
AT3Gr20002535	TE	NA	NA
AT3Gr20002549	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002551	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002560	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002573	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002577	TE	NA	NA
AT3Gr20002578	TE	NA	NA
AT3Gr20002579	TE	NA	NA
AT3Gr20002586	TE	NA	NA
AT3Gr20002590	TE	NA	NA
AT3Gr20002605	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002607	TE	NA	NA
AT3Gr20002621	TE	NA	NA
AT3Gr20002622	TE	NA	NA
AT3Gr20002623	TE	NA	NA
AT3Gr20002635	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002644	TE	NA	NA
AT3Gr20002656	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002658	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002681	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002696	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002700	TE	NA	NA
AT3Gr20002708	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002715	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002741	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002747	TE	NA	NA
AT3Gr20002758	TE	NA	NA
AT3Gr20002773	TE	NA	NA
AT3Gr20002775	TE	NA	NA
AT3Gr20002776	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002780	protein_tair10	Nucleus	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20002786	TE	NA	NA
AT3Gr20002789	protein_tair10	F-box	Capsella rubella
AT3Gr20002812	TE	NA	NA
AT3Gr20002826	other_species	Membrane / Transmembrane	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT3Gr20002839	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002859	TE	NA	NA
AT3Gr20002885	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002891	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002899	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002900	protein_tair10	Hydrolase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002907	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002908	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002909	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002912	TE	NA	NA
AT3Gr20002921	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002922	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002925	TE	NA	NA
AT3Gr20002931	protein_tair10	Protein transport	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20002941	partial_or_no_homology	NA	NA
AT3Gr20002955	other_species	Uncharacterized protein	Brassica cretica (Mustard)
AT3Gr20002956	protein_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002957	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20002962	partial_or_no_homology	NA	NA
AT3Gr20002969	TE	NA	NA
AT3Gr20002974	TE	NA	NA
AT3Gr20002975	TE	NA	NA
AT3Gr20002992	partial_or_no_homology	NA	NA
AT3Gr20002994	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20003041	nucl_tair10	NA	NA
AT3Gr20003057	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003058	protein_tair10	Kinase activity	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003067	protein_tair10	Membrane / Transmembrane	Asclepias macroura
AT3Gr20003071	TE	NA	NA
AT3Gr20003080	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003085	TE	NA	NA
AT3Gr20003089	protein_tair10	Coiled coil	Arabis nemorensis
AT3Gr20003099	protein_tair10	Coiled coil	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20003112	TE	NA	NA
AT3Gr20003113	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003134	partial_or_no_homology	NA	NA
AT3Gr20003152	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003171	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003185	partial_or_no_homology	NA	NA
AT3Gr20003186	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003198	nucl_tair10	F-box	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20003203	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003204	TE	NA	NA
AT3Gr20003223	TE	NA	NA
AT3Gr20003224	protein_tair10	RNA-binding	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20003227	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20003228	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT3Gr20003231	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20003241	TE	NA	NA
AT3Gr20003257	TE	NA	NA
AT3Gr20003264	partial_or_no_homology	NA	NA
AT3Gr20003267	partial_or_no_homology	NA	NA
AT3Gr20003268	TE	NA	NA
AT3Gr20003269	TE	NA	NA
AT3Gr20003270	TE-like	Reverse transcriptase	Microthlaspi erraticum
AT3Gr20003283	TE	NA	NA
AT3Gr20003284	TE	NA	NA
AT3Gr20003291	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20003293	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003297	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT3Gr20003319	protein_tair10	Nucleic acid binding	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003324	TE	NA	NA
AT3Gr20003325	TE	NA	NA
AT3Gr20003329	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003331	TE	NA	NA
AT3Gr20003334	TE	NA	NA
AT3Gr20003335	TE	NA	NA
AT3Gr20003336	TE	NA	NA
AT3Gr20003337	TE	NA	NA
AT3Gr20003338	TE	NA	NA
AT3Gr20003342	TE	NA	NA
AT3Gr20003349	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003350	TE	NA	NA
AT3Gr20003367	TE	NA	NA
AT3Gr20003390	partial_or_no_homology	NA	NA
AT3Gr20003392	TE	NA	NA
AT3Gr20003393	protein_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT3Gr20003399	partial_or_no_homology	NA	NA
AT4Gr10000001	TE	NA	NA
AT4Gr10000002	TE	NA	NA
AT4Gr10000003	other_species	Uncharacterized protein	Brassica oleracea var. oleracea
AT4Gr10000004	TE	NA	NA
AT4Gr10000005	TE	NA	NA
AT4Gr10000006	other_species	Other	Brassica napus (Rape)
AT4Gr10000007	TE	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000008	TE	NA	NA
AT4Gr10000009	TE	NA	NA
AT4Gr10000010	TE	NA	NA
AT4Gr10000013	nucl_tair10	chloroplast	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000014	nucl_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000016	TE	NA	NA
AT4Gr10000022	TE	NA	NA
AT4Gr10000025	TE	NA	NA
AT4Gr10000026	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000032	partial_or_no_homology	NA	NA
AT4Gr10000037	nucl_tair10	DUF4283 domain-containing protein	Microthlaspi erraticum
AT4Gr10000049	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000050	protein_tair10	Other	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr10000063	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr10000075	TE	NA	NA
AT4Gr10000076	TE	NA	NA
AT4Gr10000097	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr10000099	TE	NA	NA
AT4Gr10000103	nucl_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr10000104	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000106	partial_or_no_homology	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000111	TE	NA	NA
AT4Gr10000112	TE	NA	NA
AT4Gr10000115	TE-like	TE / Transposon / Transposase / DNA transposition	Microthlaspi erraticum
AT4Gr10000116	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000117	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000127	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000133	nucl_tair10	Transferase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000142	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000143	TE	NA	NA
AT4Gr10000147	TE	NA	NA
AT4Gr10000153	TE	NA	NA
AT4Gr10000169	TE	NA	NA
AT4Gr10000170	TE	NA	NA
AT4Gr10000181	nucl_tair10	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000199	TE	NA	NA
AT4Gr10000200	TE	NA	NA
AT4Gr10000201	TE	NA	NA
AT4Gr10000208	TE	NA	NA
AT4Gr10000215	nucl_tair10	Ubiquitin-like domain / Protein ubiquitination	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000220	TE	NA	NA
AT4Gr10000222	TE	NA	NA
AT4Gr10000226	TE	NA	NA
AT4Gr10000229	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000231	TE	NA	NA
AT4Gr10000232	TE	NA	NA
AT4Gr10000242	TE	NA	NA
AT4Gr10000245	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000246	TE	NA	NA
AT4Gr10000247	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000248	partial_or_no_homology	NA	NA
AT4Gr10000251	nucl_tair10	DNA integration	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT4Gr10000253	TE	NA	NA
AT4Gr10000254	TE	NA	NA
AT4Gr10000256	protein_tair10	Membrane / Transmembrane	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT4Gr10000259	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000260	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000262	TE	NA	NA
AT4Gr10000263	TE	NA	NA
AT4Gr10000267	protein_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000268	TE	NA	NA
AT4Gr10000269	TE	NA	NA
AT4Gr10000270	TE	NA	NA
AT4Gr10000271	TE	NA	NA
AT4Gr10000273	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000274	TE	NA	NA
AT4Gr10000275	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000276	TE	NA	NA
AT4Gr10000277	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000278	TE	NA	NA
AT4Gr10000279	TE	NA	NA
AT4Gr10000280	TE	NA	NA
AT4Gr10000281	TE	NA	NA
AT4Gr10000282	TE	NA	NA
AT4Gr10000283	TE	NA	NA
AT4Gr10000284	TE	NA	NA
AT4Gr10000285	TE	NA	NA
AT4Gr10000286	TE	NA	NA
AT4Gr10000288	TE	NA	NA
AT4Gr10000289	TE	NA	NA
AT4Gr10000290	TE	NA	NA
AT4Gr10000291	TE	NA	NA
AT4Gr10000292	TE	NA	NA
AT4Gr10000294	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000296	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000298	TE	NA	NA
AT4Gr10000299	protein_tair10	Hydrolase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000301	TE	NA	NA
AT4Gr10000302	TE	NA	NA
AT4Gr10000303	TE	NA	NA
AT4Gr10000304	TE	NA	NA
AT4Gr10000305	TE	NA	NA
AT4Gr10000308	TE	NA	NA
AT4Gr10000311	TE	NA	NA
AT4Gr10000312	TE	NA	NA
AT4Gr10000313	TE	NA	NA
AT4Gr10000314	protein_tair10	Ubiquitin-like domain / Protein ubiquitination	Brassica campestris (Field mustard)
AT4Gr10000315	TE	NA	NA
AT4Gr10000316	TE	NA	NA
AT4Gr10000317	partial_or_no_homology	NA	NA
AT4Gr10000318	TE	NA	NA
AT4Gr10000319	TE	NA	NA
AT4Gr10000320	TE	NA	NA
AT4Gr10000321	TE	NA	NA
AT4Gr10000325	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000328	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000329	TE	NA	NA
AT4Gr10000330	TE	NA	NA
AT4Gr10000333	TE	NA	NA
AT4Gr10000334	TE	NA	NA
AT4Gr10000335	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000336	protein_tair10	DUF4283 domain-containing protein	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr10000337	TE	NA	NA
AT4Gr10000338	TE	NA	NA
AT4Gr10000339	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000341	TE	NA	NA
AT4Gr10000342	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000345	TE	NA	NA
AT4Gr10000346	TE	NA	NA
AT4Gr10000349	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000350	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000351	TE	NA	NA
AT4Gr10000353	TE	NA	NA
AT4Gr10000358	TE	NA	NA
AT4Gr10000360	TE	NA	NA
AT4Gr10000362	TE	NA	NA
AT4Gr10000364	TE	NA	NA
AT4Gr10000365	TE	NA	NA
AT4Gr10000367	TE	NA	NA
AT4Gr10000368	TE	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT4Gr10000369	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000370	TE	NA	NA
AT4Gr10000372	TE	NA	NA
AT4Gr10000373	TE	NA	NA
AT4Gr10000378	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000380	TE	NA	NA
AT4Gr10000381	TE	NA	NA
AT4Gr10000383	TE	NA	NA
AT4Gr10000384	TE	NA	NA
AT4Gr10000385	TE	NA	NA
AT4Gr10000386	TE	NA	NA
AT4Gr10000392	TE	NA	NA
AT4Gr10000405	protein_tair10	Other	Capsella rubella
AT4Gr10000407	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT4Gr10000410	TE	NA	NA
AT4Gr10000411	protein_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000419	partial_or_no_homology	NA	NA
AT4Gr10000422	TE	NA	NA
AT4Gr10000423	TE	NA	NA
AT4Gr10000429	protein_tair10	Transferase	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT4Gr10000432	TE	NA	NA
AT4Gr10000436	TE	NA	NA
AT4Gr10000437	TE	NA	NA
AT4Gr10000439	TE	NA	NA
AT4Gr10000441	TE	NA	NA
AT4Gr10000443	TE	NA	NA
AT4Gr10000444	TE	NA	NA
AT4Gr10000445	TE	NA	NA
AT4Gr10000446	TE	NA	NA
AT4Gr10000447	TE	DNA integration	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000448	protein_thaliana	DNA integration	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000450	TE	NA	NA
AT4Gr10000452	TE	NA	NA
AT4Gr10000453	protein_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000455	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT4Gr10000456	TE	NA	NA
AT4Gr10000457	TE	NA	NA
AT4Gr10000458	TE	NA	NA
AT4Gr10000459	TE	NA	NA
AT4Gr10000460	TE	NA	NA
AT4Gr10000461	TE	NA	NA
AT4Gr10000462	TE	NA	NA
AT4Gr10000463	TE	NA	NA
AT4Gr10000464	TE	NA	NA
AT4Gr10000465	partial_or_no_homology	NA	NA
AT4Gr10000466	TE	NA	NA
AT4Gr10000468	TE	NA	NA
AT4Gr10000469	TE	NA	NA
AT4Gr10000470	TE	NA	NA
AT4Gr10000472	TE	NA	NA
AT4Gr10000473	TE	NA	NA
AT4Gr10000474	TE	NA	NA
AT4Gr10000475	TE	NA	NA
AT4Gr10000476	TE	NA	NA
AT4Gr10000477	TE	NA	NA
AT4Gr10000478	TE	NA	NA
