group	V1	V2	V3	V4	V5	V6	V7	V8	V9	tair.only	len	simgr	dup	te	have.tair	not.detect	chr	cnv	is.te	category	annot	go	sv	in.sv	genes.tes$V9	Ar11_id	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed	N_acc_where_readspresent
AT3Gr20002058	PanGen_Chr_3	Consensus	gene	21491280	21495124	.	-	.	ID=AT3Gr20002058	0	3845		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	2725	0.708712613784135	ID=AT3Gr20002058	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	11
AT3Gr20002059	PanGen_Chr_3	Consensus	gene	21504505	21504846	.	-	.	ID=AT3Gr20002059	0	342		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	342	1	ID=AT3Gr20002059	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002060	PanGen_Chr_3	Consensus	gene	21522137	21523067	.	-	.	ID=AT3Gr20002060	0	931		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	445	0.477980665950591	ID=AT3Gr20002060	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002061	PanGen_Chr_3	Consensus	gene	21526993	21527772	.	-	.	ID=AT3Gr20002061	0	780		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	780	1	ID=AT3Gr20002061	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	6
AT3Gr20002062	PanGen_Chr_3	Consensus	gene	21528452	21529395	.	-	.	ID=AT3Gr20002062	0	944		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	944	1	ID=AT3Gr20002062	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	6
AT3Gr20002063	PanGen_Chr_3	Consensus	gene	21534875	21535967	.	-	.	ID=AT3Gr20002063	0	1093		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	1093	1	ID=AT3Gr20002063	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002064	PanGen_Chr_3	Consensus	gene	21560624	21565304	.	-	.	ID=AT3Gr20002064	0	4681		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	4578	0.977996154667806	ID=AT3Gr20002064	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	6
AT3Gr20002065	PanGen_Chr_3	Consensus	gene	21571448	21574392	.	-	.	ID=AT3Gr20002065	0	2945		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2945	1	ID=AT3Gr20002065	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002067	PanGen_Chr_3	Consensus	gene	21601636	21602238	.	-	.	ID=AT3Gr20002067	0	603		FALSE	0.2	0	0	3	0	FALSE	new_genes	protein_thaliana	Membrane / Transmembrane	603	1	ID=AT3Gr20002067	NA	FALSE	FALSE	TRUE	FALSE	FALSE	6	13
AT3Gr20002068	PanGen_Chr_3	Consensus	gene	21607771	21608164	.	-	.	ID=AT3Gr20002068	0	394		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	394	1	ID=AT3Gr20002068	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002069	PanGen_Chr_3	Consensus	gene	21615054	21616220	.	-	.	ID=AT3Gr20002069	0	1167		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1167	1	ID=AT3Gr20002069	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002070	PanGen_Chr_3	Consensus	gene	21621847	21626149	.	-	.	ID=AT3Gr20002070	0	4303		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	4303	1	ID=AT3Gr20002070	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002071	PanGen_Chr_3	Consensus	gene	21630304	21630953	.	-	.	ID=AT3Gr20002071	0	650		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	650	1	ID=AT3Gr20002071	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002072	PanGen_Chr_3	Consensus	gene	21649352	21650989	.	-	.	ID=AT3Gr20002072	0	1638		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1638	1	ID=AT3Gr20002072	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	3
AT3Gr20002073	PanGen_Chr_3	Consensus	gene	21659049	21661687	.	-	.	ID=AT3Gr20002073	0	2639		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	2186	0.82834406972338	ID=AT3Gr20002073	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
AT3Gr20002074	PanGen_Chr_3	Consensus	gene	21666186	21668760	.	-	.	ID=AT3Gr20002074	0	2575		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2575	1	ID=AT3Gr20002074	NA	TRUE	FALSE	TRUE	FALSE	FALSE	16	19
AT3Gr20002075	PanGen_Chr_3	Consensus	gene	21676489	21676941	.	-	.	ID=AT3Gr20002075	0	453		FALSE	0	0	0	3	1	FALSE	new_genes	protein_thaliana	Zinc-finger / Zinc knuckle	453	1	ID=AT3Gr20002075	NA	TRUE	FALSE	TRUE	FALSE	FALSE	19	19
AT3Gr20002076	PanGen_Chr_3	Consensus	gene	21680680	21701746	.	-	.	ID=AT3Gr20002076	0	21067		TRUE	1	0	0	3	1	TRUE	new_genes	TE	Zinc-finger / Zinc knuckle	21067	1	ID=AT3Gr20002076	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002078	PanGen_Chr_3	Consensus	gene	21734719	21739568	.	-	.	ID=AT3Gr20002078	0	4850		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	4850	1	ID=AT3Gr20002078	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002079	PanGen_Chr_3	Consensus	gene	21745563	21746390	.	-	.	ID=AT3Gr20002079	0	828		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	828	1	ID=AT3Gr20002079	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002080	PanGen_Chr_3	Consensus	gene	21757898	21758483	.	-	.	ID=AT3Gr20002080	0	586		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	586	1	ID=AT3Gr20002080	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	7
AT3Gr20002081	PanGen_Chr_3	Consensus	gene	21796699	21798076	.	-	.	ID=AT3Gr20002081	0	1378		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1378	1	ID=AT3Gr20002081	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002082	PanGen_Chr_3	Consensus	gene	21825305	21831729	.	-	.	ID=AT3Gr20002082	0	6425		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	6425	1	ID=AT3Gr20002082	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	7
AT3Gr20002084	PanGen_Chr_3	Consensus	gene	21838503	21841657	.	-	.	ID=AT3Gr20002084	0	3155		FALSE	1	0	0	3	0	TRUE	new_genes	TE	Reverse transcriptase	3155	1	ID=AT3Gr20002084	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002086	PanGen_Chr_3	Consensus	gene	21856859	21858358	.	-	.	ID=AT3Gr20002086	0	1500		FALSE	0.2	0	0	3	0	FALSE	new_genes	protein_tair10	Uncharacterized protein	33	0.022	ID=AT3Gr20002086	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	5
AT3Gr20002088	PanGen_Chr_3	Consensus	gene	21889644	21893266	.	-	.	ID=AT3Gr20002088	0	3623		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	3623	1	ID=AT3Gr20002088	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002089	PanGen_Chr_3	Consensus	gene	21893484	21896203	.	-	.	ID=AT3Gr20002089	0	2720		TRUE	0.3	0	0	3	1	FALSE	new_genes	TE-like	DNA-binding	2720	1	ID=AT3Gr20002089	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	2
AT3Gr20002090	PanGen_Chr_3	Consensus	gene	21902782	21908680	.	-	.	ID=AT3Gr20002090	0	5899		FALSE	0.9	0	0	3	0	TRUE	new_genes	TE	NA	5899	1	ID=AT3Gr20002090	NA	FALSE	FALSE	TRUE	FALSE	FALSE	10	14
AT3Gr20002092	PanGen_Chr_3	Consensus	gene	21927546	21927976	.	-	.	ID=AT3Gr20002092	0	431		FALSE	0.2	0	0	3	1	FALSE	new_genes	protein_thaliana	Zinc-finger / Zinc knuckle	431	1	ID=AT3Gr20002092	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002094	PanGen_Chr_3	Consensus	gene	21952440	21953138	.	-	.	ID=AT3Gr20002094	0	699		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	699	1	ID=AT3Gr20002094	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002095	PanGen_Chr_3	Consensus	gene	21961104	21961640	.	-	.	ID=AT3Gr20002095	0	537		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	537	1	ID=AT3Gr20002095	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002096	PanGen_Chr_3	Consensus	gene	21966985	21971878	.	-	.	ID=AT3Gr20002096	0	4894		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	4894	1	ID=AT3Gr20002096	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002099	PanGen_Chr_3	Consensus	gene	21993803	21994244	.	-	.	ID=AT3Gr20002099	0	442		FALSE	0.9	0	0	3	0	TRUE	new_genes	TE	NA	31	0.0701357466063348	ID=AT3Gr20002099	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	2
AT3Gr20002100	PanGen_Chr_3	Consensus	gene	21999696	22000265	.	-	.	ID=AT3Gr20002100	0	570		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	570	1	ID=AT3Gr20002100	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002101	PanGen_Chr_3	Consensus	gene	22003133	22004119	.	-	.	ID=AT3Gr20002101	0	987		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	987	1	ID=AT3Gr20002101	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	2
AT3Gr20002102	PanGen_Chr_3	Consensus	gene	22024218	22030158	.	-	.	ID=AT3Gr20002102	0	5941		FALSE	0.2	0	0	3	1	FALSE	new_genes	protein_thaliana	DUF1204 domain-containing protein	4201	0.707120013465746	ID=AT3Gr20002102	NA	FALSE	FALSE	TRUE	FALSE	FALSE	26	27
AT3Gr20002103	PanGen_Chr_3	Consensus	gene	22046087	22049505	.	-	.	ID=AT3Gr20002103	0	3419		FALSE	1	0	0	3	0	TRUE	new_genes	TE	Reverse transcriptase	3419	1	ID=AT3Gr20002103	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	13
AT3Gr20002104	PanGen_Chr_3	Consensus	gene	22049767	22051652	.	-	.	ID=AT3Gr20002104	0	1886		FALSE	1	0	0	3	0	TRUE	new_genes	TE	DUF4283 domain-containing protein	1886	1	ID=AT3Gr20002104	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	10
AT3Gr20002105	PanGen_Chr_3	Consensus	gene	22055045	22055762	.	-	.	ID=AT3Gr20002105	0	718		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	718	1	ID=AT3Gr20002105	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT3Gr20002107	PanGen_Chr_3	Consensus	gene	22091488	22098947	.	-	.	ID=AT3Gr20002107	0	7460		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	7460	1	ID=AT3Gr20002107	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1
AT3Gr20002108	PanGen_Chr_3	Consensus	gene	22141112	22141809	.	-	.	ID=AT3Gr20002108	0	698		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	698	1	ID=AT3Gr20002108	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002109	PanGen_Chr_3	Consensus	gene	22145099	22149356	.	-	.	ID=AT3Gr20002109	0	4258		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	4258	1	ID=AT3Gr20002109	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	9
AT3Gr20002110	PanGen_Chr_3	Consensus	gene	22158113	22163156	.	-	.	ID=AT3Gr20002110	0	5044		TRUE	0.2	0	0	3	1	FALSE	new_genes	TE-like	Reverse transcriptase	5044	1	ID=AT3Gr20002110	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002111	PanGen_Chr_3	Consensus	gene	22191458	22194327	.	-	.	ID=AT3Gr20002111	0	2870		FALSE	0.5	0	0	3	0	FALSE	new_genes	partial_or_no_homology	NA	2870	1	ID=AT3Gr20002111	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	2
AT3Gr20002113	PanGen_Chr_3	Consensus	gene	22215266	22215901	.	-	.	ID=AT3Gr20002113	0	636		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	636	1	ID=AT3Gr20002113	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002114	PanGen_Chr_3	Consensus	gene	22219362	22219973	.	-	.	ID=AT3Gr20002114	0	612		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	612	1	ID=AT3Gr20002114	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002115	PanGen_Chr_3	Consensus	gene	22258710	22263108	.	-	.	ID=AT3Gr20002115	0	4399		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	4347	0.988179131620823	ID=AT3Gr20002115	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002116	PanGen_Chr_3	Consensus	gene	22282755	22283423	.	-	.	ID=AT3Gr20002116	0	669		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	669	1	ID=AT3Gr20002116	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002117	PanGen_Chr_3	Consensus	gene	22286870	22289692	.	-	.	ID=AT3Gr20002117	0	2823		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	476	0.168614948636203	ID=AT3Gr20002117	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	8
AT3Gr20002120	PanGen_Chr_3	Consensus	gene	22306085	22307797	.	-	.	ID=AT3Gr20002120	0	1713		TRUE	0.2	0	0	3	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	1713	1	ID=AT3Gr20002120	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002121	PanGen_Chr_3	Consensus	gene	22308493	22310205	.	-	.	ID=AT3Gr20002121	0	1713		TRUE	0.2	0	0	3	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	1713	1	ID=AT3Gr20002121	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002122	PanGen_Chr_3	Consensus	gene	22310902	22319846	.	-	.	ID=AT3Gr20002122	0	8945		FALSE	0.1	0	0	3	1	FALSE	new_genes	partial_or_no_homology	NA	8945	1	ID=AT3Gr20002122	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002123	PanGen_Chr_3	Consensus	gene	22320543	22322255	.	-	.	ID=AT3Gr20002123	0	1713		TRUE	0.2	0	0	3	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	1713	1	ID=AT3Gr20002123	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002124	PanGen_Chr_3	Consensus	gene	22322952	22324664	.	-	.	ID=AT3Gr20002124	0	1713		TRUE	0.2	0	0	3	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	1713	1	ID=AT3Gr20002124	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002125	PanGen_Chr_3	Consensus	gene	22325360	22327072	.	-	.	ID=AT3Gr20002125	0	1713		TRUE	0.2	0	0	3	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	1713	1	ID=AT3Gr20002125	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002128	PanGen_Chr_3	Consensus	gene	22341490	22341874	.	-	.	ID=AT3Gr20002128	0	385		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	Plant defense	385	1	ID=AT3Gr20002128	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT3Gr20002130	PanGen_Chr_3	Consensus	gene	22375115	22376639	.	-	.	ID=AT3Gr20002130	0	1525		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	81	0.0531147540983607	ID=AT3Gr20002130	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT3Gr20002131	PanGen_Chr_3	Consensus	gene	22401031	22403009	.	-	.	ID=AT3Gr20002131	0	1979		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1979	1	ID=AT3Gr20002131	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002132	PanGen_Chr_3	Consensus	gene	22403213	22405339	.	-	.	ID=AT3Gr20002132	0	2127		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	2127	1	ID=AT3Gr20002132	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002133	PanGen_Chr_3	Consensus	gene	22415057	22418082	.	-	.	ID=AT3Gr20002133	0	3026		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1109	0.366490416391276	ID=AT3Gr20002133	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
AT3Gr20002134	PanGen_Chr_3	Consensus	gene	22423738	22428372	.	-	.	ID=AT3Gr20002134	0	4635		FALSE	0	0	0	3	0	FALSE	new_genes	protein_thaliana	F-box	4201	0.906364617044229	ID=AT3Gr20002134	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	6
AT3Gr20002135	PanGen_Chr_3	Consensus	gene	22428855	22429949	.	-	.	ID=AT3Gr20002135	0	1095		TRUE	1	0	0	3	0	TRUE	new_genes	TE	Zinc-finger / Zinc knuckle	1095	1	ID=AT3Gr20002135	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2
AT3Gr20002136	PanGen_Chr_3	Consensus	gene	22441804	22442965	.	-	.	ID=AT3Gr20002136	0	1162		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1162	1	ID=AT3Gr20002136	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002137	PanGen_Chr_3	Consensus	gene	22484001	22486552	.	-	.	ID=AT3Gr20002137	0	2552		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	2552	1	ID=AT3Gr20002137	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002138	PanGen_Chr_3	Consensus	gene	22511111	22517696	.	-	.	ID=AT3Gr20002138	0	6586		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	6586	1	ID=AT3Gr20002138	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	2
AT3Gr20002140	PanGen_Chr_3	Consensus	gene	22531394	22532497	.	-	.	ID=AT3Gr20002140	0	1104		TRUE	0	0	0	3	1	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	1104	1	ID=AT3Gr20002140	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT3Gr20002141	PanGen_Chr_3	Consensus	gene	22533009	22535311	.	-	.	ID=AT3Gr20002141	0	2303		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2303	1	ID=AT3Gr20002141	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT3Gr20002144	PanGen_Chr_3	Consensus	gene	22562019	22562793	.	-	.	ID=AT3Gr20002144	0	775		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	775	1	ID=AT3Gr20002144	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002145	PanGen_Chr_3	Consensus	gene	22565164	22575532	.	-	.	ID=AT3Gr20002145	0	10369		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	10255	0.989005690037612	ID=AT3Gr20002145	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	12
AT3Gr20002146	PanGen_Chr_3	Consensus	gene	22576942	22584347	.	-	.	ID=AT3Gr20002146	0	7406		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	7406	1	ID=AT3Gr20002146	NA	FALSE	FALSE	FALSE	FALSE	FALSE	8	14
AT3Gr20002147	PanGen_Chr_3	Consensus	gene	22596452	22598020	.	-	.	ID=AT3Gr20002147	0	1569		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1569	1	ID=AT3Gr20002147	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002148	PanGen_Chr_3	Consensus	gene	22603625	22606017	.	-	.	ID=AT3Gr20002148	0	2393		FALSE	1	0	0	3	0	TRUE	new_genes	TE	Reverse transcriptase	2393	1	ID=AT3Gr20002148	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	6
AT3Gr20002149	PanGen_Chr_3	Consensus	gene	22606180	22608092	.	-	.	ID=AT3Gr20002149	0	1913		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	1877	0.981181390486147	ID=AT3Gr20002149	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	5
AT3Gr20002150	PanGen_Chr_3	Consensus	gene	22630778	22631533	.	-	.	ID=AT3Gr20002150	0	756		TRUE	0	0	0	3	0	FALSE	new_genes	nucl_tair10	Other	99	0.130952380952381	ID=AT3Gr20002150	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	11
AT3Gr20002151	PanGen_Chr_3	Consensus	gene	22631795	22634534	.	-	.	ID=AT3Gr20002151	0	2740		FALSE	1	0	0	3	0	TRUE	new_genes	TE	Reverse transcriptase	721	0.263138686131387	ID=AT3Gr20002151	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	5
AT3Gr20002152	PanGen_Chr_3	Consensus	gene	22634685	22640603	.	-	.	ID=AT3Gr20002152	0	5919		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	4678	0.790336205440108	ID=AT3Gr20002152	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	5
AT3Gr20002153	PanGen_Chr_3	Consensus	gene	22641698	22645320	.	-	.	ID=AT3Gr20002153	0	3623		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	3623	1	ID=AT3Gr20002153	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	8
AT3Gr20002154	PanGen_Chr_3	Consensus	gene	22650298	22651301	.	-	.	ID=AT3Gr20002154	0	1004		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1004	1	ID=AT3Gr20002154	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002155	PanGen_Chr_3	Consensus	gene	22655064	22656028	.	-	.	ID=AT3Gr20002155	0	965		FALSE	0.7	0	0	3	0	TRUE	new_genes	TE	NA	39	0.0404145077720207	ID=AT3Gr20002155	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002156	PanGen_Chr_3	Consensus	gene	22684938	22690102	.	-	.	ID=AT3Gr20002156	0	5165		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	5165	1	ID=AT3Gr20002156	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002158	PanGen_Chr_3	Consensus	gene	22753146	22754820	.	-	.	ID=AT3Gr20002158	0	1675		TRUE	0	0	0	3	0	FALSE	new_genes	nucl_tair10	Zinc-finger / Zinc knuckle	455	0.271641791044776	ID=AT3Gr20002158	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	3
AT3Gr20002159	PanGen_Chr_3	Consensus	gene	22755189	22760160	.	-	.	ID=AT3Gr20002159	0	4972		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	1974	0.397023330651649	ID=AT3Gr20002159	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	6
AT3Gr20002160	PanGen_Chr_3	Consensus	gene	22761540	22764387	.	-	.	ID=AT3Gr20002160	0	2848		FALSE	0.9	0	0	3	0	TRUE	new_genes	TE	NA	1710	0.600421348314607	ID=AT3Gr20002160	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	5
AT3Gr20002161	PanGen_Chr_3	Consensus	gene	22773444	22778472	.	-	.	ID=AT3Gr20002161	0	5029		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	5029	1	ID=AT3Gr20002161	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002162	PanGen_Chr_3	Consensus	gene	22778809	22780381	.	-	.	ID=AT3Gr20002162	0	1573		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1573	1	ID=AT3Gr20002162	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	2
AT3Gr20002163	PanGen_Chr_3	Consensus	gene	22784274	22785777	.	-	.	ID=AT3Gr20002163	0	1504		FALSE	1	0	0	3	0	TRUE	new_genes	TE	Reverse transcriptase	1504	1	ID=AT3Gr20002163	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1
AT3Gr20002165	PanGen_Chr_3	Consensus	gene	22855802	22856858	.	-	.	ID=AT3Gr20002165	0	1057		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	7	0.00662251655629139	ID=AT3Gr20002165	NA	TRUE	FALSE	TRUE	FALSE	FALSE	23	25
AT3Gr20002169	PanGen_Chr_3	Consensus	gene	22954846	22972987	.	-	.	ID=AT3Gr20002169	0	18142		FALSE	0	0	0	3	0	FALSE	new_genes	TE-like	Reverse transcriptase	18142	1	ID=AT3Gr20002169	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002171	PanGen_Chr_3	Consensus	gene	23026658	23030583	.	-	.	ID=AT3Gr20002171	0	3926		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	3926	1	ID=AT3Gr20002171	NA	TRUE	FALSE	TRUE	FALSE	FALSE	11	13
AT3Gr20002172	PanGen_Chr_3	Consensus	gene	23030847	23031111	.	-	.	ID=AT3Gr20002172	0	265		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	265	1	ID=AT3Gr20002172	NA	TRUE	FALSE	TRUE	FALSE	FALSE	11	11
AT3Gr20002176	PanGen_Chr_3	Consensus	gene	23065938	23067083	.	-	.	ID=AT3Gr20002176	0	1146		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	Other	1146	1	ID=AT3Gr20002176	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4
AT3Gr20002178	PanGen_Chr_3	Consensus	gene	23075305	23076879	.	-	.	ID=AT3Gr20002178	0	1575		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	124	0.0787301587301587	ID=AT3Gr20002178	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	4
AT3Gr20002179	PanGen_Chr_3	Consensus	gene	23088372	23094241	.	-	.	ID=AT3Gr20002179	0	5870		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	5658	0.963884156729131	ID=AT3Gr20002179	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
AT3Gr20002181	PanGen_Chr_3	Consensus	gene	23124742	23125113	.	-	.	ID=AT3Gr20002181	0	372		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	22	0.0591397849462366	ID=AT3Gr20002181	NA	FALSE	FALSE	FALSE	FALSE	FALSE	9	12
